Blog Name,Sentiment
blog1.txt,0.9175
blog10.txt,-0.1263
blog2.txt,0.9991
blog3.txt,0.9982
blog4.txt,0.9974
blog5.txt,0.9951
blog6.txt,0.9943
blog7.txt,0.9413
blog8.txt,0.9974
blog9.txt,0.9739
